,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PP ATOI,Y2 PP ATOI,Y3 PP ATOI,Y4 PP ATOI,Y5 PP ATOI,Y5 dPP ATOI
Jason Spezza 2019,Jason Spezza,2019,C,35.303,75,219,82.0,75.0,68.0,78,76,3.6628,3.1087,2.6738,2.0006,2.2029,-0.6585749999999999
Jason Spezza 2020,Jason Spezza,2020,C,36.302,75,219,75.0,68.0,78.0,76,68,3.1087,2.6738,2.0006,2.2029,1.1948,-1.3017
Jason Spezza 2021,Jason Spezza,2021,C,37.304,75,219,68.0,78.0,76.0,68,79,2.6738,2.0006,2.2029,1.1948,1.3451,-0.6729250000000002
Jason Spezza 2022,Jason Spezza,2022,C,38.304,75,219,78.0,76.0,68.0,79,71,2.0006,2.2029,1.1948,1.3451,1.4336,-0.2522500000000001
Dustin Brown 2011,Dustin Brown,2011,R,25.906,72,205,,78.0,80.0,82,82,,3.7122,3.7242,3.1967,2.965,-0.579366666666667
Dustin Brown 2012,Dustin Brown,2012,R,26.906,72,205,78.0,80.0,82.0,82,82,3.7122,3.7242,3.1967,2.965,3.3301,-0.06942500000000029
Dustin Brown 2013,Dustin Brown,2013,R,27.908,72,205,80.0,82.0,82.0,82,78,3.7242,3.1967,2.965,3.3301,2.8409,-0.46309999999999985
Dustin Brown 2014,Dustin Brown,2014,R,28.907,72,205,82.0,82.0,82.0,78,79,3.1967,2.965,3.3301,2.8409,2.131,-0.952175
Dustin Brown 2015,Dustin Brown,2015,R,29.906,72,205,82.0,82.0,78.0,79,82,2.965,3.3301,2.8409,2.131,1.5124,-1.30435
Dustin Brown 2016,Dustin Brown,2016,R,30.906,72,205,82.0,78.0,79.0,82,82,3.3301,2.8409,2.131,1.5124,1.0091,-1.4444999999999997
Dustin Brown 2017,Dustin Brown,2017,R,31.908,72,205,78.0,79.0,82.0,82,80,2.8409,2.131,1.5124,1.0091,1.4925,-0.3808499999999999
Dustin Brown 2018,Dustin Brown,2018,R,32.907,72,205,79.0,82.0,82.0,80,81,2.131,1.5124,1.0091,1.4925,2.72,1.1837500000000003
Dustin Brown 2019,Dustin Brown,2019,R,33.906,72,205,82.0,82.0,80.0,81,72,1.5124,1.0091,1.4925,2.72,2.566,0.8824999999999998
Dustin Brown 2020,Dustin Brown,2020,R,34.906,72,205,82.0,80.0,81.0,72,77,1.0091,1.4925,2.72,2.566,2.5111,0.5641999999999998
Dustin Brown 2021,Dustin Brown,2021,R,35.908,72,205,80.0,81.0,72.0,77,71,1.4925,2.72,2.566,2.5111,2.998,0.6756000000000002
Dustin Brown 2022,Dustin Brown,2022,R,36.907,72,205,81.0,72.0,77.0,71,64,2.72,2.566,2.5111,2.998,2.1107,-0.5880749999999999
Ryan Getzlaf 2011,Ryan Getzlaf,2011,C,25.394,76,220,,77.0,81.0,66,67,,4.0262,3.9798,3.8775,3.5853,-0.37586666666666657
Ryan Getzlaf 2012,Ryan Getzlaf,2012,C,26.394,76,220,77.0,81.0,66.0,67,82,4.0262,3.9798,3.8775,3.5853,3.6762,-0.19099999999999984
Ryan Getzlaf 2013,Ryan Getzlaf,2013,C,27.396,76,220,81.0,66.0,67.0,82,75,3.9798,3.8775,3.5853,3.6762,2.7822,-0.9975
Ryan Getzlaf 2014,Ryan Getzlaf,2014,C,28.395,76,220,66.0,67.0,82.0,75,77,3.8775,3.5853,3.6762,2.7822,3.6628,0.18249999999999966
Ryan Getzlaf 2015,Ryan Getzlaf,2015,C,29.394,76,220,67.0,82.0,75.0,77,77,3.5853,3.6762,2.7822,3.6628,3.0173,-0.40932499999999994
Ryan Getzlaf 2016,Ryan Getzlaf,2016,C,30.394,76,220,82.0,75.0,77.0,77,77,3.6762,2.7822,3.6628,3.0173,2.8587,-0.42592500000000033
Ryan Getzlaf 2017,Ryan Getzlaf,2017,C,31.396,76,220,75.0,77.0,77.0,77,74,2.7822,3.6628,3.0173,2.8587,3.0446,-0.03564999999999996
Ryan Getzlaf 2018,Ryan Getzlaf,2018,C,32.395,76,220,77.0,77.0,77.0,74,56,3.6628,3.0173,2.8587,3.0446,2.7827,-0.36314999999999964
Ryan Getzlaf 2019,Ryan Getzlaf,2019,C,33.394,76,220,77.0,77.0,74.0,56,67,3.0173,2.8587,3.0446,2.7827,2.69,-0.23582500000000017
Ryan Getzlaf 2020,Ryan Getzlaf,2020,C,34.394,76,220,77.0,74.0,56.0,67,81,2.8587,3.0446,2.7827,2.69,2.4756,-0.36839999999999984
Ryan Getzlaf 2021,Ryan Getzlaf,2021,C,35.396,76,220,74.0,56.0,67.0,81,70,3.0446,2.7827,2.69,2.4756,1.9177,-0.8305250000000002
Ryan Getzlaf 2022,Ryan Getzlaf,2022,C,36.395,76,220,56.0,67.0,81.0,70,56,2.7827,2.69,2.4756,1.9177,2.6158,0.1493000000000002
Brian Boyle 2013,Brian Boyle,2013,C,27.787,78,245,28.0,71.0,82.0,82,64,0.5423,0.0711,0.623,0.8407,0.5684,0.049124999999999974
Brian Boyle 2014,Brian Boyle,2014,C,28.787,78,245,71.0,82.0,82.0,64,82,0.0711,0.623,0.8407,0.5684,0.2132,-0.31260000000000004
Brian Boyle 2015,Brian Boyle,2015,C,29.786,78,245,82.0,82.0,64.0,82,82,0.623,0.8407,0.5684,0.2132,0.2569,-0.30442499999999995
Brian Boyle 2016,Brian Boyle,2016,C,30.785,78,245,82.0,64.0,82.0,82,76,0.8407,0.5684,0.2132,0.2569,0.6129,0.1431
Brian Boyle 2017,Brian Boyle,2017,C,31.787,78,245,64.0,82.0,82.0,76,75,0.5684,0.2132,0.2569,0.6129,1.162,0.74915
Brian Boyle 2018,Brian Boyle,2018,C,32.787,78,245,82.0,82.0,76.0,75,69,0.2132,0.2569,0.6129,1.162,2.0572,1.49595
Brian Boyle 2019,Brian Boyle,2019,C,33.786,78,245,82.0,76.0,75.0,69,73,0.2569,0.6129,1.162,2.0572,2.6313,1.60905
Brian Boyle 2020,Brian Boyle,2020,C,34.785,78,245,76.0,75.0,69.0,73,46,0.6129,1.162,2.0572,2.6313,0.8906,-0.7252500000000001
Loui Eriksson 2011,Loui Eriksson,2011,L,25.208,74,179,,69.0,82.0,82,79,,1.5114,3.0358,3.2128,3.3924,0.805733333333333
Loui Eriksson 2012,Loui Eriksson,2012,L,26.207,74,179,69.0,82.0,82.0,79,82,1.5114,3.0358,3.2128,3.3924,2.6242,-0.16389999999999993
Loui Eriksson 2013,Loui Eriksson,2013,L,27.21,74,179,82.0,82.0,79.0,82,82,3.0358,3.2128,3.3924,2.6242,3.251,0.18469999999999986
Loui Eriksson 2014,Loui Eriksson,2014,L,28.209,74,179,82.0,79.0,82.0,82,61,3.2128,3.3924,2.6242,3.251,1.9885,-1.1316
Loui Eriksson 2015,Loui Eriksson,2015,L,29.208,74,179,79.0,82.0,82.0,61,81,3.3924,2.6242,3.251,1.9885,2.4062,-0.4078249999999999
Loui Eriksson 2016,Loui Eriksson,2016,L,30.208,74,179,82.0,82.0,61.0,81,82,2.6242,3.251,1.9885,2.4062,2.9114,0.34392500000000004
Loui Eriksson 2017,Loui Eriksson,2017,L,31.21,74,179,82.0,61.0,81.0,82,65,3.251,1.9885,2.4062,2.9114,2.4731,-0.16617499999999996
Loui Eriksson 2018,Loui Eriksson,2018,L,32.209,74,179,61.0,81.0,82.0,65,50,1.9885,2.4062,2.9114,2.4731,1.4337,-1.0110999999999999
Loui Eriksson 2019,Loui Eriksson,2019,L,33.208,74,179,81.0,82.0,65.0,50,81,2.4062,2.9114,2.4731,1.4337,1.2724,-1.0336999999999998
Loui Eriksson 2020,Loui Eriksson,2020,L,34.208,74,179,82.0,65.0,50.0,81,57,2.9114,2.4731,1.4337,1.2724,0.0878,-1.93485
Nate Thompson 2012,Nate Thompson,2012,C,26.988,73,205,,43.0,71.0,79,68,,0.0663,0.046,0.2241,0.1485,0.03636666666666666
Nate Thompson 2013,Nate Thompson,2013,C,27.99,73,205,43.0,71.0,79.0,68,76,0.0663,0.046,0.2241,0.1485,0.1248,0.003574999999999995
Nate Thompson 2014,Nate Thompson,2014,C,28.989,73,205,71.0,79.0,68.0,76,81,0.046,0.2241,0.1485,0.1248,0.0541,-0.08174999999999999
Nate Thompson 2015,Nate Thompson,2015,C,29.989,73,205,79.0,68.0,76.0,81,80,0.2241,0.1485,0.1248,0.0541,0.1387,0.0008249999999999924
Nate Thompson 2016,Nate Thompson,2016,C,30.988,73,205,68.0,76.0,81.0,80,49,0.1485,0.1248,0.0541,0.1387,0.1337,0.017175000000000024
Nate Thompson 2021,Nate Thompson,2021,C,35.99,73,205,30.0,69.0,78.0,82,64,0.1222,0.0454,0.2756,0.0705,0.0761,-0.05232500000000001
Andrew Ladd 2011,Andrew Ladd,2011,L,24.803,75,205,,63.0,82.0,82,81,,1.7614,0.4187,0.6358,3.0457,2.1070666666666664
Andrew Ladd 2012,Andrew Ladd,2012,L,25.802,75,205,63.0,82.0,82.0,81,82,1.7614,0.4187,0.6358,3.0457,2.6248,1.1594
Andrew Ladd 2013,Andrew Ladd,2013,L,26.804,75,205,82.0,82.0,81.0,82,82,0.4187,0.6358,3.0457,2.6248,2.6642,0.98295
Andrew Ladd 2014,Andrew Ladd,2014,L,27.804,75,205,82.0,81.0,82.0,82,78,0.6358,3.0457,2.6248,2.6642,2.7284,0.4857750000000003
Andrew Ladd 2015,Andrew Ladd,2015,L,28.803,75,205,81.0,82.0,82.0,78,81,3.0457,2.6248,2.6642,2.7284,3.206,0.44022499999999987
Andrew Ladd 2016,Andrew Ladd,2016,L,29.802,75,205,82.0,82.0,78.0,81,78,2.6248,2.6642,2.7284,3.206,2.7109,-0.09494999999999987
Andrew Ladd 2017,Andrew Ladd,2017,L,30.804,75,205,82.0,78.0,81.0,78,78,2.6642,2.7284,3.206,2.7109,2.087,-0.7403749999999998
Andrew Ladd 2018,Andrew Ladd,2018,L,31.804,75,205,78.0,81.0,78.0,78,73,2.7284,3.206,2.7109,2.087,1.7397,-0.9433750000000001
Alexander Radulov 2020,Alexander Radulov,2020,R,33.241,73,200,,76.0,82.0,70,70,,2.8417,3.3185,3.1057,2.5458,-0.5428333333333333
Blake Comeau 2011,Blake Comeau,2011,L,24.617,73,200,,51.0,53.0,61,77,,0.6663,1.8198,0.4877,2.5201,1.528833333333333
Blake Comeau 2012,Blake Comeau,2012,L,25.616,73,200,51.0,53.0,61.0,77,74,0.6663,1.8198,0.4877,2.5201,0.6624,-0.711075
Blake Comeau 2013,Blake Comeau,2013,L,26.618,73,200,53.0,61.0,77.0,74,71,1.8198,0.4877,2.5201,0.6624,0.0579,-1.3146
Blake Comeau 2014,Blake Comeau,2014,L,27.617,73,200,61.0,77.0,74.0,71,61,0.4877,2.5201,0.6624,0.0579,0.1497,-0.7823249999999999
Blake Comeau 2015,Blake Comeau,2015,L,28.617,73,200,77.0,74.0,71.0,61,61,2.5201,0.6624,0.0579,0.1497,0.9546,0.10707500000000003
Blake Comeau 2016,Blake Comeau,2016,L,29.616,73,200,74.0,71.0,61.0,61,81,0.6624,0.0579,0.1497,0.9546,1.7471,1.29095
Blake Comeau 2017,Blake Comeau,2017,L,30.618,73,200,71.0,61.0,61.0,81,77,0.0579,0.1497,0.9546,1.7471,0.626,-0.101325
Blake Comeau 2018,Blake Comeau,2018,L,31.618,73,200,61.0,61.0,81.0,77,79,0.1497,0.9546,1.7471,0.626,0.0886,-0.78075
Blake Comeau 2019,Blake Comeau,2019,L,32.617,73,200,61.0,81.0,77.0,79,77,0.9546,1.7471,0.626,0.0886,0.0504,-0.803675
Blake Comeau 2020,Blake Comeau,2020,L,33.616,73,200,81.0,77.0,79.0,77,64,1.7471,0.626,0.0886,0.0504,0.1824,-0.44562500000000005
Blake Comeau 2021,Blake Comeau,2021,L,34.618,73,200,77.0,79.0,77.0,64,74,0.626,0.0886,0.0504,0.1824,0.1,-0.13685
James Neal 2012,James Neal,2012,L,24.077,75,212,,77.0,78.0,79,80,,2.2286,2.7485,2.5924,3.936,1.4128333333333334
James Neal 2013,James Neal,2013,L,25.079,75,212,77.0,78.0,79.0,80,68,2.2286,2.7485,2.5924,3.936,4.0283,1.1519249999999999
James Neal 2014,James Neal,2014,L,26.079,75,212,78.0,79.0,80.0,68,59,2.7485,2.5924,3.936,4.0283,3.8345,0.5082
James Neal 2015,James Neal,2015,L,27.078,75,212,79.0,80.0,68.0,59,67,2.5924,3.936,4.0283,3.8345,2.8886,-0.7092
James Neal 2016,James Neal,2016,L,28.077,75,212,80.0,68.0,59.0,67,82,3.936,4.0283,3.8345,2.8886,2.7795,-0.89235
James Neal 2017,James Neal,2017,L,29.08,75,212,68.0,59.0,67.0,82,70,4.0283,3.8345,2.8886,2.7795,2.7462,-0.6365249999999998
James Neal 2018,James Neal,2018,L,30.079,75,212,59.0,67.0,82.0,70,71,3.8345,2.8886,2.7795,2.7462,2.4585,-0.6036999999999999
James Neal 2019,James Neal,2019,L,31.078,75,212,67.0,82.0,70.0,71,63,2.8886,2.7795,2.7462,2.4585,2.2243,-0.4939
James Neal 2020,James Neal,2020,L,32.078,75,212,82.0,70.0,71.0,63,64,2.7795,2.7462,2.4585,2.2243,2.8779,0.3257749999999997
James Neal 2021,James Neal,2021,L,33.08,75,212,70.0,71.0,63.0,64,42,2.7462,2.4585,2.2243,2.8779,1.8034,-0.7733249999999998
Leo Komarov 2018,Leo Komarov,2018,R,30.689,71,205,,62.0,67.0,82,74,,0.1226,2.2139,2.0667,0.6984,-0.7693333333333333
Leo Komarov 2019,Leo Komarov,2019,R,31.689,71,205,62.0,67.0,82.0,74,82,0.1226,2.2139,2.0667,0.6984,0.0963,-1.1791
Leo Komarov 2020,Leo Komarov,2020,R,32.688,71,205,67.0,82.0,74.0,82,56,2.2139,2.0667,0.6984,0.0963,0.0417,-1.227125
Leo Komarov 2021,Leo Komarov,2021,R,33.69,71,205,82.0,74.0,82.0,56,48,2.0667,0.6984,0.0963,0.0417,0.1389,-0.5868749999999999
Mathieu Perreault 2015,Mathieu Perreault,2015,C,26.739,70,189,35.0,64.0,66.0,69,62,1.499,1.0057,1.1902,2.163,3.0315,1.567025
Mathieu Perreault 2016,Mathieu Perreault,2016,C,27.738,70,189,64.0,66.0,69.0,62,71,1.0057,1.1902,2.163,3.0315,2.8784,1.0308000000000002
Mathieu Perreault 2017,Mathieu Perreault,2017,C,28.74,70,189,66.0,69.0,62.0,71,65,1.1902,2.163,3.0315,2.8784,2.641,0.3252250000000001
Mathieu Perreault 2018,Mathieu Perreault,2018,C,29.739,70,189,69.0,62.0,71.0,65,70,2.163,3.0315,2.8784,2.641,2.244,-0.4344749999999995
Mathieu Perreault 2019,Mathieu Perreault,2019,C,30.739,70,189,62.0,71.0,65.0,70,82,3.0315,2.8784,2.641,2.244,1.376,-1.3227250000000002
Mathieu Perreault 2020,Mathieu Perreault,2020,C,31.738,70,189,71.0,65.0,70.0,82,57,2.8784,2.641,2.244,1.376,1.448,-0.8368500000000001
Mathieu Perreault 2021,Mathieu Perreault,2021,C,32.74,70,189,65.0,70.0,82.0,57,82,2.641,2.244,1.376,1.448,1.5955,-0.33175
Paul Byron 2017,Paul Byron,2017,L,27.431,69,164,6.0,47.0,57.0,62,81,0.2458,0.7365,0.4971,0.136,0.5469,0.14305000000000007
Paul Byron 2018,Paul Byron,2018,L,28.431,69,164,47.0,57.0,62.0,81,82,0.7365,0.4971,0.136,0.5469,1.1222,0.6430750000000001
Paul Byron 2019,Paul Byron,2019,L,29.43,69,164,57.0,62.0,81.0,82,56,0.4971,0.136,0.5469,1.1222,1.0777,0.5021500000000001
Riley Nash 2016,Riley Nash,2016,C,26.396,74,188,5.0,54.0,73.0,68,64,1.5867,0.8182,0.818,1.6836,1.0396,-0.187025
Riley Nash 2017,Riley Nash,2017,C,27.398,74,188,54.0,73.0,68.0,64,81,0.8182,0.818,1.6836,1.0396,0.0663,-1.02355
Riley Nash 2018,Riley Nash,2018,C,28.398,74,188,73.0,68.0,64.0,81,76,0.818,1.6836,1.0396,0.0663,0.4344,-0.467475
Riley Nash 2019,Riley Nash,2019,C,29.397,74,188,68.0,64.0,81.0,76,78,1.6836,1.0396,0.0663,0.4344,0.0799,-0.726075
Riley Nash 2020,Riley Nash,2020,C,30.396,74,188,64.0,81.0,76.0,78,75,1.0396,0.0663,0.4344,0.0799,0.0539,-0.35115
Riley Nash 2021,Riley Nash,2021,C,31.399,74,188,81.0,76.0,78.0,75,54,0.0663,0.4344,0.0799,0.0539,0.1221,-0.036525000000000016
Riley Nash 2022,Riley Nash,2022,C,32.398,74,188,76.0,78.0,75.0,54,49,0.4344,0.0799,0.0539,0.1221,0.4823,0.30972500000000003
Kyle Turris 2014,Kyle Turris,2014,C,24.132,73,190,,65.0,55.0,82,82,,1.4467,1.8309,2.7288,2.4136,0.41146666666666665
Kyle Turris 2015,Kyle Turris,2015,C,25.131,73,190,65.0,55.0,82.0,82,82,1.4467,1.8309,2.7288,2.4136,3.0335,0.9285000000000001
Kyle Turris 2016,Kyle Turris,2016,C,26.131,73,190,55.0,82.0,82.0,82,57,1.8309,2.7288,2.4136,3.0335,3.238,0.7363
Kyle Turris 2017,Kyle Turris,2017,C,27.133,73,190,82.0,82.0,82.0,57,78,2.7288,2.4136,3.0335,3.238,2.9186,0.0651250000000001
Kyle Turris 2018,Kyle Turris,2018,C,28.132,73,190,82.0,82.0,57.0,78,76,2.4136,3.0335,3.238,2.9186,2.311,-0.589925
Kyle Turris 2019,Kyle Turris,2019,C,29.132,73,190,82.0,57.0,78.0,76,55,3.0335,3.238,2.9186,2.311,2.2282,-0.6470750000000001
Kyle Turris 2020,Kyle Turris,2020,C,30.131,73,190,57.0,78.0,76.0,55,73,3.238,2.9186,2.311,2.2282,2.3261,-0.3478500000000002
Colton Sceviour 2018,Colton Sceviour,2018,C,28.45,72,190,26.0,71.0,71.0,80,76,1.9673,1.0561,0.5624,0.8354,0.073,-1.0323
Colton Sceviour 2019,Colton Sceviour,2019,C,29.449,72,190,71.0,71.0,80.0,76,59,1.0561,0.5624,0.8354,0.073,0.0596,-0.572125
Colton Sceviour 2020,Colton Sceviour,2020,C,30.448,72,190,71.0,80.0,76.0,59,81,0.5624,0.8354,0.073,0.0596,0.0623,-0.3203
Colton Sceviour 2021,Colton Sceviour,2021,C,31.451,72,190,80.0,76.0,59.0,81,67,0.8354,0.073,0.0596,0.0623,0.0359,-0.221675
Carl Hagelin 2015,Carl Hagelin,2015,L,26.106,72,183,,64.0,82.0,72,82,,0.3482,1.0222,0.2178,0.0882,-0.4412
Carl Hagelin 2016,Carl Hagelin,2016,L,27.105,72,183,64.0,82.0,72.0,82,80,0.3482,1.0222,0.2178,0.0882,0.2362,-0.18290000000000003
Carl Hagelin 2017,Carl Hagelin,2017,L,28.108,72,183,82.0,72.0,82.0,80,61,1.0222,0.2178,0.0882,0.2362,0.1169,-0.2742
Carl Hagelin 2018,Carl Hagelin,2018,L,29.107,72,183,72.0,82.0,80.0,61,81,0.2178,0.0882,0.2362,0.1169,0.066,-0.098775
Carl Hagelin 2019,Carl Hagelin,2019,L,30.106,72,183,82.0,80.0,61.0,81,58,0.0882,0.2362,0.1169,0.066,0.0583,-0.068525
Carl Hagelin 2020,Carl Hagelin,2020,L,31.106,72,183,80.0,61.0,81.0,58,68,0.2362,0.1169,0.066,0.0583,0.0434,-0.07594999999999999
Carl Hagelin 2021,Carl Hagelin,2021,L,32.108,72,183,61.0,81.0,58.0,68,82,0.1169,0.066,0.0583,0.0434,0.0598,-0.011350000000000006
Carl Hagelin 2022,Carl Hagelin,2022,L,33.107,72,183,81.0,58.0,68.0,82,53,0.066,0.0583,0.0434,0.0598,0.0286,-0.028275
Jay Beagle 2015,Jay Beagle,2015,C,28.959,75,210,31.0,41.0,82.0,62,62,0.1065,0.0541,0.1427,0.089,0.0296,-0.068475
Jay Beagle 2016,Jay Beagle,2016,C,29.958,75,210,41.0,82.0,62.0,62,57,0.0541,0.1427,0.089,0.0296,0.0576,-0.021250000000000005
Jay Beagle 2017,Jay Beagle,2017,C,30.96,75,210,82.0,62.0,62.0,57,81,0.1427,0.089,0.0296,0.0576,0.094,0.01427500000000001
Jay Beagle 2018,Jay Beagle,2018,C,31.96,75,210,62.0,62.0,57.0,81,79,0.089,0.0296,0.0576,0.094,0.0304,-0.03715
Jay Beagle 2019,Jay Beagle,2019,C,32.959,75,210,62.0,57.0,81.0,79,57,0.0296,0.0576,0.094,0.0304,0.0418,-0.011100000000000006
Jay Beagle 2020,Jay Beagle,2020,C,33.958,75,210,57.0,81.0,79.0,57,64,0.0576,0.094,0.0304,0.0418,0.0409,-0.015050000000000001
Jay Beagle 2021,Jay Beagle,2021,C,34.961,75,210,81.0,79.0,57.0,64,43,0.094,0.0304,0.0418,0.0409,0.02,-0.031775
Tyler Ennis 2014,Tyler Ennis,2014,R,23.987,69,160,10.0,82.0,48.0,80,80,2.7067,2.2486,1.9427,3.4064,3.2415,0.6653999999999995
Tyler Ennis 2015,Tyler Ennis,2015,R,24.986,69,160,82.0,48.0,80.0,80,78,2.2486,1.9427,3.4064,3.2415,3.0464,0.33660000000000023
Tyler Ennis 2020,Tyler Ennis,2020,R,29.986,69,160,23.0,51.0,73.0,51,82,2.8522,1.3382,0.561,1.6105,2.1586,0.5681249999999998
Tyler Ennis 2021,Tyler Ennis,2021,R,30.988,69,160,51.0,73.0,51.0,82,43,1.3382,0.561,1.6105,2.1586,0.285,-1.1320750000000002
Tyler Ennis 2022,Tyler Ennis,2022,R,31.987,69,160,73.0,51.0,82.0,43,57,0.561,1.6105,2.1586,0.285,1.6348,0.48102500000000004
Cam Atkinson 2016,Cam Atkinson,2016,R,26.322,68,176,27.0,59.0,79.0,78,81,2.7926,1.3419,2.231,2.3034,2.2644,0.09717500000000001
Cam Atkinson 2017,Cam Atkinson,2017,R,27.324,68,176,59.0,79.0,78.0,81,82,1.3419,2.231,2.3034,2.2644,2.5425,0.5073249999999998
Cam Atkinson 2018,Cam Atkinson,2018,R,28.324,68,176,79.0,78.0,81.0,82,65,2.231,2.3034,2.2644,2.5425,2.7551,0.419775
Cam Atkinson 2019,Cam Atkinson,2019,R,29.323,68,176,78.0,81.0,82.0,65,80,2.3034,2.2644,2.5425,2.7551,2.6792,0.21284999999999954
Cam Atkinson 2020,Cam Atkinson,2020,R,30.323,68,176,81.0,82.0,65.0,80,51,2.2644,2.5425,2.7551,2.6792,2.2716,-0.28869999999999996
Cam Atkinson 2021,Cam Atkinson,2021,R,31.325,68,176,82.0,65.0,80.0,51,82,2.5425,2.7551,2.6792,2.2716,2.1783,-0.3837999999999999
Cam Atkinson 2022,Cam Atkinson,2022,R,32.324,68,176,65.0,80.0,51.0,82,73,2.7551,2.6792,2.2716,2.1783,2.679,0.20794999999999986
Antoine Roussel 2016,Antoine Roussel,2016,L,25.86,71,200,,66.0,81.0,80,80,,0.0838,0.143,0.6304,0.4344,0.14866666666666667
Antoine Roussel 2017,Antoine Roussel,2017,L,26.862,71,200,66.0,81.0,80.0,80,60,0.0838,0.143,0.6304,0.4344,1.1556,0.8327
Antoine Roussel 2018,Antoine Roussel,2018,L,27.861,71,200,81.0,80.0,80.0,60,73,0.143,0.6304,0.4344,1.1556,0.0785,-0.51235
Antoine Roussel 2019,Antoine Roussel,2019,L,28.86,71,200,80.0,80.0,60.0,73,65,0.6304,0.4344,1.1556,0.0785,0.0569,-0.517825
Antoine Roussel 2020,Antoine Roussel,2020,L,29.86,71,200,80.0,60.0,73.0,65,48,0.4344,1.1556,0.0785,0.0569,1.3195,0.8881499999999999
Antoine Roussel 2021,Antoine Roussel,2021,L,30.862,71,200,60.0,73.0,65.0,48,51,1.1556,0.0785,0.0569,1.3195,0.0067,-0.645925
Antoine Roussel 2022,Antoine Roussel,2022,L,31.861,71,200,73.0,65.0,48.0,51,53,0.0785,0.0569,1.3195,0.0067,0.0406,-0.3248
Tyler Bozak 2014,Tyler Bozak,2014,C,27.538,73,187,37.0,82.0,73.0,78,58,3.7131,2.9738,2.7881,2.9783,2.7144,-0.3989250000000002
Tyler Bozak 2015,Tyler Bozak,2015,C,28.537,73,187,82.0,73.0,78.0,58,82,2.9738,2.7881,2.9783,2.7144,3.5144,0.6507500000000004
Tyler Bozak 2016,Tyler Bozak,2016,C,29.537,73,187,73.0,78.0,58.0,82,57,2.7881,2.9783,2.7144,3.5144,2.6924,-0.3064
Tyler Bozak 2017,Tyler Bozak,2017,C,30.539,73,187,78.0,58.0,82.0,57,78,2.9783,2.7144,3.5144,2.6924,2.3703,-0.6045750000000001
Tyler Bozak 2018,Tyler Bozak,2018,C,31.538,73,187,58.0,82.0,57.0,78,81,2.7144,3.5144,2.6924,2.3703,2.1914,-0.631475
Tyler Bozak 2019,Tyler Bozak,2019,C,32.538,73,187,82.0,57.0,78.0,81,72,3.5144,2.6924,2.3703,2.1914,2.4012,-0.2909250000000001
Tyler Bozak 2020,Tyler Bozak,2020,C,33.537,73,187,57.0,78.0,81.0,72,79,2.6924,2.3703,2.1914,2.4012,1.6231,-0.7907250000000001
Tyler Bozak 2021,Tyler Bozak,2021,C,34.539,73,187,78.0,81.0,72.0,79,45,2.3703,2.1914,2.4012,1.6231,1.2667,-0.8797999999999997
Tyler Bozak 2022,Tyler Bozak,2022,C,35.538,73,187,81.0,72.0,79.0,45,50,2.1914,2.4012,1.6231,1.2667,0.3273,-1.5433
Richard Panik 2020,Richard Panik,2020,R,28.647,73,203,30.0,82.0,72.0,75,69,0.2883,1.652,1.9236,1.9973,0.2528,-1.2125
Richard Panik 2021,Richard Panik,2021,R,29.649,73,203,82.0,72.0,75.0,69,70,1.652,1.9236,1.9973,0.2528,0.4153,-1.041125
Cody Eakin 2016,Cody Eakin,2016,C,24.357,72,196,30.0,82.0,81.0,78,82,0.3506,1.1924,2.056,1.3342,1.3563,0.123
Cody Eakin 2017,Cody Eakin,2017,C,25.359,72,196,82.0,81.0,78.0,82,60,1.1924,2.056,1.3342,1.3563,1.1561,-0.32862500000000017
Cody Eakin 2018,Cody Eakin,2018,C,26.358,72,196,81.0,78.0,82.0,60,80,2.056,1.3342,1.3563,1.1561,0.4773,-0.9983499999999998
Cody Eakin 2019,Cody Eakin,2019,C,27.357,72,196,78.0,82.0,60.0,80,78,1.3342,1.3563,1.1561,0.4773,1.1024,0.021425000000000027
Cody Eakin 2020,Cody Eakin,2020,C,28.357,72,196,82.0,60.0,80.0,78,57,1.3563,1.1561,0.4773,1.1024,0.4367,-0.5863250000000001
Cody Eakin 2021,Cody Eakin,2021,C,29.359,72,196,60.0,80.0,78.0,57,67,1.1561,0.4773,1.1024,0.4367,0.038,-0.7551249999999999
Cody Eakin 2022,Cody Eakin,2022,C,30.358,72,196,80.0,78.0,57.0,67,69,0.4773,1.1024,0.4367,0.038,0.1222,-0.3914000000000001
Johan Larsson 2021,Johan Larsson,2021,L,28.187,71,206,36.0,80.0,73.0,73,76,0.4611,0.1242,0.0753,0.0949,0.0609,-0.127975
Johan Larsson 2022,Johan Larsson,2022,L,29.186,71,206,80.0,73.0,73.0,76,43,0.1242,0.0753,0.0949,0.0609,0.7674,0.6785749999999999
Brett Connolly 2018,Brett Connolly,2018,R,25.416,75,198,11.0,55.0,71.0,66,70,1.1636,2.017,0.8373,0.4497,1.4445,0.3275999999999999
Brett Connolly 2019,Brett Connolly,2019,R,26.416,75,198,55.0,71.0,66.0,70,81,2.017,0.8373,0.4497,1.4445,0.9393,-0.24782499999999996
Brett Connolly 2020,Brett Connolly,2020,R,27.415,75,198,71.0,66.0,70.0,81,81,0.8373,0.4497,1.4445,0.9393,1.2923,0.37460000000000004
