,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y5 dGP,Y4 EV ATOI,Y4 EV P/60
Rasmus Ristolainen 2022,Rasmus Ristolainen,2022,D,26.93,76,221,73.0,78.0,81.0,71,66,-9.75,18.181,0.7408999999999999
Rasmus Ristolainen 2023,Rasmus Ristolainen,2023,D,27.93,76,221,78.0,81.0,71.0,66,74,0.0,18.8444,0.7237
Josh Morrissey 2023,Josh Morrissey,2023,D,27.513,72,185,59.0,76.0,82.0,79,78,4.0,20.0629,0.8328
Ryan Pulock 2021,Ryan Pulock,2021,D,25.988,74,216,1.0,68.0,82.0,80,82,24.25,19.0527,1.2504
Ryan Pulock 2022,Ryan Pulock,2022,D,26.988,74,216,68.0,82.0,80.0,82,56,-22.0,18.9747,0.9034
Nikita Zadorov 2021,Nikita Zadorov,2021,D,25.463,78,248,56.0,77.0,70.0,75,79,9.5,15.856,0.7686
Nikita Zadorov 2022,Nikita Zadorov,2022,D,26.462,78,248,77.0,70.0,75.0,79,74,-1.25,17.3404,0.4486
Nikita Zadorov 2023,Nikita Zadorov,2023,D,27.461,78,248,70.0,75.0,79.0,74,82,7.5,15.9259,1.12
Aaron Ekblad 2018,Aaron Ekblad,2018,D,21.649,76,215,,81.0,78.0,68,82,6.333333333333329,17.8417,0.5935
Aaron Ekblad 2019,Aaron Ekblad,2019,D,22.648,76,215,81.0,78.0,68.0,82,82,4.75,19.0033,1.0396
Aaron Ekblad 2020,Aaron Ekblad,2020,D,23.647,76,215,78.0,68.0,82.0,82,79,1.5,19.6289,1.0065
Aaron Ekblad 2021,Aaron Ekblad,2021,D,24.65,76,215,68.0,82.0,82.0,79,51,-26.75,19.3067,1.577
Travis Sanheim 2022,Travis Sanheim,2022,D,25.509,75,181,49.0,82.0,81.0,80,80,7.0,19.16,0.8541000000000001
Travis Sanheim 2023,Travis Sanheim,2023,D,26.509,75,181,82.0,81.0,80.0,80,81,0.25,20.13,1.155
Marcus Pettersson 2022,Marcus Pettersson,2022,D,25.4,75,177,22.0,84.0,81.0,68,72,8.25,15.4181,0.7452000000000001
Marcus Pettersson 2023,Marcus Pettersson,2023,D,26.399,75,177,84.0,81.0,68.0,72,68,-8.25,15.0063,1.0552
Brandon Montour 2021,Brandon Montour,2021,D,26.476,72,194,27.0,80.0,82.0,63,73,10.0,17.6648,1.0064
Brandon Montour 2022,Brandon Montour,2022,D,27.475,72,194,80.0,82.0,63.0,73,81,6.5,18.142,0.9922
Brandon Montour 2023,Brandon Montour,2023,D,28.474,72,194,82.0,63.0,73.0,81,80,5.25,15.8961,1.3514
Devon Toews 2023,Devon Toews,2023,D,28.609,73,191,48.0,80.0,77.0,66,80,12.25,20.8533,1.9618000000000002
Noah Hanifin 2019,Noah Hanifin,2019,D,21.682,75,207,,79.0,81.0,79,80,0.3333333333333286,16.9665,1.1192
Noah Hanifin 2020,Noah Hanifin,2020,D,22.681,75,207,79.0,81.0,79.0,80,82,2.25,17.9515,1.0863
Noah Hanifin 2021,Noah Hanifin,2021,D,23.683,75,207,81.0,79.0,80.0,82,68,-12.5,18.0593,0.8069
Noah Hanifin 2022,Noah Hanifin,2022,D,24.682,75,207,79.0,80.0,82.0,68,81,3.75,18.6518,0.8214
Noah Hanifin 2023,Noah Hanifin,2023,D,25.682,75,207,80.0,82.0,68.0,81,81,3.25,17.5539,1.4348
Rasmus Andersson 2022,Rasmus Andersson,2022,D,24.929,73,202,10.0,79.0,82.0,82,82,18.75,17.6173,0.9122999999999999
Rasmus Andersson 2023,Rasmus Andersson,2023,D,25.928,73,202,79.0,82.0,82.0,82,79,-2.25,17.9209,1.2249
Vince Dunn 2021,Vince Dunn,2021,D,23.924,72,200,,75.0,78.0,83,62,-16.66666666666667,14.6575,0.7495
Vince Dunn 2022,Vince Dunn,2022,D,24.923,72,200,75.0,78.0,83.0,62,73,-1.5,17.4984,1.0366
Vince Dunn 2023,Vince Dunn,2023,D,25.923,72,200,78.0,83.0,62.0,73,81,7.0,18.1361,1.0876
Travis Dermott 2022,Travis Dermott,2022,D,24.775,72,202,37.0,64.0,66.0,74,60,-0.25,12.6846,0.5564
Brandon Carlo 2020,Brandon Carlo,2020,D,22.845,78,218,,82.0,76.0,72,79,2.3333333333333286,18.1019,0.3683
Zach Werenski 2020,Zach Werenski,2020,D,22.202,74,213,,78.0,77.0,82,74,-5.0,19.1455,1.1083
Zach Werenski 2021,Zach Werenski,2021,D,23.204,74,213,78.0,77.0,82.0,74,51,-26.75,19.2667,1.3346
Thomas Chabot 2021,Thomas Chabot,2021,D,23.669,74,195,1.0,63.0,70.0,83,71,16.75,22.4362,1.0547
Thomas Chabot 2022,Thomas Chabot,2022,D,24.669,74,195,63.0,70.0,83.0,71,59,-12.75,22.5425,1.3037
Ivan Provorov 2020,Ivan Provorov,2020,D,22.714,73,201,,82.0,82.0,82,81,-1.0,20.6333,0.851
Ivan Provorov 2021,Ivan Provorov,2021,D,23.716,73,201,82.0,82.0,82.0,81,82,0.25,18.8877,0.8747
Ivan Provorov 2022,Ivan Provorov,2022,D,24.715,73,201,82.0,82.0,81.0,82,79,-2.75,19.7515,0.8678999999999999
Ivan Provorov 2023,Ivan Provorov,2023,D,25.715,73,201,82.0,81.0,82.0,79,82,1.0,19.9639,0.8369
John Marino 2023,John Marino,2023,D,25.364,73,181,,66.0,76.0,81,64,-10.333333333333329,17.2675,0.9009
Vladislav Gavrikov 2023,Vladislav Gavrikov,2023,D,26.862,75,221,,81.0,80.0,80,72,-8.333333333333329,19.0667,1.2587
Matt Roy 2023,Matt Roy,2023,D,27.587,73,205,25.0,82.0,64.0,67,82,22.5,18.1346,0.8395
Adam Fox 2023,Adam Fox,2023,D,24.619,71,182,,82.0,80.0,78,82,2.0,18.8182,1.5943
Ryan Lindgren 2023,Ryan Lindgren,2023,D,24.636,72,190,5.0,70.0,74.0,78,63,6.25,17.7917,0.6485000000000001
Charlie McAvoy 2023,Charlie McAvoy,2023,D,24.778,73,209,54.0,79.0,74.0,78,67,-4.25,19.3143,1.354
Samuel Girard 2021,Samuel Girard,2021,D,22.391,70,170,,73.0,82.0,82,70,-9.0,18.6817,0.9634
Samuel Girard 2022,Samuel Girard,2022,D,23.39,70,170,73.0,82.0,82.0,70,67,-9.75,19.5493,1.4706
Samuel Girard 2023,Samuel Girard,2023,D,24.389,70,170,82.0,82.0,70.0,67,76,0.75,19.1438,0.9823999999999999
Mikhail Sergachev 2021,Mikhail Sergachev,2021,D,22.27,73,217,4.0,79.0,75.0,82,82,22.0,17.2243,0.9953
Mikhail Sergachev 2022,Mikhail Sergachev,2022,D,23.27,73,217,79.0,75.0,82.0,82,78,-1.5,18.0199,1.3081
Mikhail Sergachev 2023,Mikhail Sergachev,2023,D,24.269,73,217,75.0,82.0,82.0,78,79,-0.25,18.7417,1.2313
Filip Hronek 2023,Filip Hronek,2023,D,24.912,72,190,46.0,76.0,82.0,78,64,-6.5,18.4816,1.2903
Troy Stecher 2020,Troy Stecher,2020,D,25.485,70,184,,71.0,68.0,78,81,8.666666666666671,17.587,0.8747
Troy Stecher 2021,Troy Stecher,2021,D,26.487,70,184,71.0,68.0,78.0,81,64,-10.5,14.6002,1.0125000000000002
Nikita Zaitsev 2020,Nikita Zaitsev,2020,D,27.924,74,192,,82.0,60.0,81,68,-6.333333333333329,17.5572,0.5907
Nikita Zaitsev 2021,Nikita Zaitsev,2021,D,28.926,74,192,82.0,60.0,81.0,68,80,7.25,18.8724,0.6577999999999999
Nikita Zaitsev 2022,Nikita Zaitsev,2022,D,29.926,74,192,60.0,81.0,68.0,80,62,-10.25,19.5767,0.8916
Mario Ferraro 2023,Mario Ferraro,2023,D,24.039,72,209,,71.0,82.0,63,72,0.0,19.6167,0.6796
Henri Jokiharju 2023,Henri Jokiharju,2023,D,23.292,72,200,38.0,81.0,67.0,60,60,-1.5,18.7656,0.7992999999999999
Miro Heiskanen 2022,Miro Heiskanen,2022,D,22.207,73,195,,82.0,80.0,80,70,-10.666666666666671,20.647,0.8453999999999999
Miro Heiskanen 2023,Miro Heiskanen,2023,D,23.207,73,195,82.0,80.0,80.0,70,79,1.0,20.8962,1.0254
Cale Makar 2023,Cale Makar,2023,D,23.921,71,187,,67.0,64.0,77,60,-9.333333333333329,20.4165,1.9847000000000001
Neal Pionk 2022,Neal Pionk,2022,D,26.177,72,185,28.0,73.0,83.0,79,77,11.25,18.9864,1.2875
Neal Pionk 2023,Neal Pionk,2023,D,27.177,72,185,73.0,83.0,79.0,77,82,4.0,17.8669,0.9595
Quinn Hughes 2023,Quinn Hughes,2023,D,22.966,70,180,5.0,80.0,82.0,76,78,17.25,20.5257,1.3462
Rasmus Dahlin 2022,Rasmus Dahlin,2022,D,21.468,75,202,,82.0,69.0,82,80,2.3333333333333286,18.4307,0.6975
Rasmus Dahlin 2023,Rasmus Dahlin,2023,D,22.467,75,202,82.0,69.0,82.0,80,78,-0.25,20.039,1.1603
Ilya Lyubushkin 2023,Ilya Lyubushkin,2023,D,28.488,74,200,41.0,60.0,61.0,77,68,8.25,15.4706,0.7051000000000001
Zdeno Chara 2011,Zdeno Chara,2011,D,33.54,81,250,,77.0,80.0,80,81,2.0,19.484,1.0393000000000001
Zdeno Chara 2012,Zdeno Chara,2012,D,34.539,81,250,77.0,80.0,80.0,81,79,-0.5,19.4558,1.028
Zdeno Chara 2013,Zdeno Chara,2013,D,35.541,81,250,80.0,80.0,81.0,79,82,2.0,19.6209,1.2772999999999999
Zdeno Chara 2014,Zdeno Chara,2014,D,36.54,81,250,80.0,81.0,79.0,82,77,-3.5,19.2319,0.91
Zdeno Chara 2015,Zdeno Chara,2015,D,37.54,81,250,81.0,79.0,82.0,77,63,-16.75,19.0346,0.9825
Zdeno Chara 2016,Zdeno Chara,2016,D,38.539,81,250,79.0,82.0,77.0,63,80,4.75,18.2116,0.6275999999999999
Zdeno Chara 2017,Zdeno Chara,2017,D,39.541,81,250,82.0,77.0,63.0,80,75,-0.5,19.195,0.9769
Zdeno Chara 2018,Zdeno Chara,2018,D,40.54,81,250,77.0,63.0,80.0,75,73,-0.75,19.0896,1.0059
Zdeno Chara 2019,Zdeno Chara,2019,D,41.54,81,250,63.0,80.0,75.0,73,62,-10.75,18.829,1.0041
Zdeno Chara 2020,Zdeno Chara,2020,D,42.539,81,250,80.0,75.0,73.0,62,80,7.5,17.964,0.5926
Zdeno Chara 2021,Zdeno Chara,2021,D,43.541,81,250,75.0,73.0,62.0,80,80,7.5,17.6277,0.7008000000000001
Zdeno Chara 2022,Zdeno Chara,2022,D,44.541,81,250,73.0,62.0,80.0,80,72,-1.75,15.2921,0.7135
Duncan Keith 2011,Duncan Keith,2011,D,27.212,73,192,,82.0,77.0,82,82,1.6666666666666714,20.7057,1.6963
Duncan Keith 2012,Duncan Keith,2012,D,28.212,73,192,82.0,77.0,82.0,82,74,-6.75,21.2526,0.7574
Duncan Keith 2013,Duncan Keith,2013,D,29.214,73,192,77.0,82.0,82.0,74,80,1.25,21.425,0.9460999999999999
Duncan Keith 2014,Duncan Keith,2014,D,30.213,73,192,82.0,82.0,74.0,80,79,-0.5,19.0826,1.0704
Duncan Keith 2015,Duncan Keith,2015,D,31.212,73,192,82.0,74.0,80.0,79,80,1.25,19.0888,1.5517
Duncan Keith 2016,Duncan Keith,2016,D,32.212,73,192,74.0,80.0,79.0,80,67,-11.25,19.9017,1.0552000000000001
Duncan Keith 2017,Duncan Keith,2017,D,33.214,73,192,80.0,79.0,80.0,67,80,3.5,19.7331,1.0891
Duncan Keith 2018,Duncan Keith,2018,D,34.213,73,192,79.0,80.0,67.0,80,82,5.5,20.0052,1.4247
Duncan Keith 2019,Duncan Keith,2019,D,35.212,73,192,80.0,67.0,80.0,82,82,4.75,18.8035,0.8561
Duncan Keith 2020,Duncan Keith,2020,D,36.212,73,192,67.0,80.0,82.0,82,71,-6.75,19.6051,1.3436
Duncan Keith 2021,Duncan Keith,2021,D,37.214,73,192,80.0,82.0,82.0,71,77,-1.75,19.2686,0.8167
Duncan Keith 2022,Duncan Keith,2022,D,38.213,73,192,82.0,82.0,71.0,77,64,-14.0,18.178,0.5605
Andrej Sekera 2014,Andrej Sekera,2014,D,27.316,72,200,49.0,76.0,69.0,63,74,9.75,18.2608,0.9768000000000001
Andrej Sekera 2015,Andrej Sekera,2015,D,28.316,72,200,76.0,69.0,63.0,74,73,2.5,18.3613,1.2365
Andrej Sekera 2016,Andrej Sekera,2016,D,29.315,72,200,69.0,63.0,74.0,73,81,11.25,18.3927,0.715
Andrej Sekera 2017,Andrej Sekera,2017,D,30.317,72,200,63.0,74.0,73.0,81,80,7.25,17.8574,0.6222
Kris Russell 2011,Kris Russell,2011,D,23.417,70,170,,67.0,66.0,70,73,5.333333333333329,15.6464,0.8217
Kris Russell 2012,Kris Russell,2012,D,24.417,70,170,67.0,66.0,70.0,73,55,-14.0,14.3559,0.9161
Kris Russell 2017,Kris Russell,2017,D,29.419,70,170,56.0,68.0,79.0,62,68,1.75,19.6038,0.7404
Kris Russell 2018,Kris Russell,2018,D,30.418,70,170,68.0,79.0,62.0,68,78,8.75,18.6105,0.5689
Kris Russell 2019,Kris Russell,2019,D,31.418,70,170,79.0,62.0,68.0,78,72,0.25,16.7771,0.8711
Kris Russell 2020,Kris Russell,2020,D,32.417,70,170,62.0,68.0,78.0,72,64,-6.0,18.2481,0.685
Kris Russell 2021,Kris Russell,2021,D,33.419,70,170,68.0,78.0,72.0,64,51,-19.5,14.3333,0.6088
Keith Yandle 2012,Keith Yandle,2012,D,25.06,73,192,43.0,69.0,82.0,82,82,13.0,19.5278,1.199
Keith Yandle 2013,Keith Yandle,2013,D,26.062,73,192,69.0,82.0,82.0,82,82,3.25,18.6533,1.2551999999999999
Keith Yandle 2014,Keith Yandle,2014,D,27.062,73,192,82.0,82.0,82.0,82,82,0.0,18.6372,1.3415
Keith Yandle 2015,Keith Yandle,2015,D,28.061,73,192,82.0,82.0,82.0,82,84,2.0,19.515,0.8249
Keith Yandle 2016,Keith Yandle,2016,D,29.06,73,192,82.0,82.0,82.0,84,82,-0.5,18.6448,0.8811
Keith Yandle 2017,Keith Yandle,2017,D,30.062,73,192,82.0,82.0,84.0,82,82,-0.5,17.2839,1.0583
Keith Yandle 2018,Keith Yandle,2018,D,31.062,73,192,82.0,84.0,82.0,82,82,-0.5,17.2545,0.933
Keith Yandle 2019,Keith Yandle,2019,D,32.061,73,192,84.0,82.0,82.0,82,82,-0.5,18.9376,1.391
Keith Yandle 2020,Keith Yandle,2020,D,33.06,73,192,82.0,82.0,82.0,82,81,-1.0,18.4955,0.9099000000000002
Keith Yandle 2021,Keith Yandle,2021,D,34.063,73,192,82.0,82.0,82.0,81,82,0.25,15.8205,1.3192
Keith Yandle 2022,Keith Yandle,2022,D,35.062,73,192,82.0,82.0,81.0,82,77,-4.75,12.7506,0.7563
Andy Greene 2016,Andy Greene,2016,D,32.921,71,190,56.0,82.0,82.0,82,82,6.5,19.0295,0.7690999999999999
Andy Greene 2017,Andy Greene,2017,D,33.923,71,190,82.0,82.0,82.0,82,66,-16.0,19.1177,0.42100000000000004
Andy Greene 2018,Andy Greene,2018,D,34.922,71,190,82.0,82.0,82.0,66,81,3.0,17.4949,0.3638
Andy Greene 2019,Andy Greene,2019,D,35.922,71,190,82.0,82.0,66.0,81,82,4.25,17.8101,0.5408
Andy Greene 2020,Andy Greene,2020,D,36.921,71,190,82.0,66.0,81.0,82,74,-3.75,16.6311,0.836
Andy Greene 2021,Andy Greene,2021,D,37.923,71,190,66.0,81.0,82.0,74,80,4.25,16.114,0.6500999999999999
Andy Greene 2022,Andy Greene,2022,D,38.922,71,190,81.0,82.0,74.0,80,69,-10.25,15.5685,0.3503
P.K. Subban 2014,P.K. Subban,2014,D,24.387,72,210,2.0,77.0,81.0,71,82,24.25,17.0679,1.0044
P.K. Subban 2015,P.K. Subban,2015,D,25.386,72,210,77.0,81.0,71.0,82,82,4.25,19.2888,1.138
P.K. Subban 2016,P.K. Subban,2016,D,26.385,72,210,81.0,71.0,82.0,82,68,-11.0,20.3526,1.4021
P.K. Subban 2017,P.K. Subban,2017,D,27.387,72,210,71.0,82.0,82.0,68,66,-9.75,19.414,1.2270999999999999
P.K. Subban 2018,P.K. Subban,2018,D,28.387,72,210,82.0,82.0,68.0,66,82,7.5,19.6924,1.0618
P.K. Subban 2019,P.K. Subban,2019,D,29.386,72,210,82.0,68.0,66.0,82,63,-11.5,18.3524,1.3157
P.K. Subban 2020,P.K. Subban,2020,D,30.385,72,210,68.0,66.0,82.0,63,80,10.25,18.5317,1.0279
P.K. Subban 2021,P.K. Subban,2021,D,31.388,72,210,66.0,82.0,63.0,80,64,-8.75,17.9547,0.5897
P.K. Subban 2022,P.K. Subban,2022,D,32.387,72,210,82.0,63.0,80.0,64,77,4.75,18.7235,1.0196
Thomas Hickey 2016,Thomas Hickey,2016,D,26.643,72,185,,66.0,82.0,81,62,-14.333333333333329,16.8021,0.8817999999999999
Thomas Hickey 2017,Thomas Hickey,2017,D,27.645,72,185,66.0,82.0,81.0,62,76,3.25,14.9336,1.1664
Thomas Hickey 2018,Thomas Hickey,2018,D,28.644,72,185,82.0,81.0,62.0,76,69,-6.25,14.9796,0.8958999999999999
Michael Del Zotto 2015,Michael Del Zotto,2015,D,24.272,72,195,47.0,77.0,78.0,67,64,-3.25,15.5771,0.6324
Michael Del Zotto 2016,Michael Del Zotto,2016,D,25.271,72,195,77.0,78.0,67.0,64,52,-19.5,18.2589,1.181
John Moore 2019,John Moore,2019,D,27.867,75,207,57.0,73.0,63.0,81,61,-7.5,17.8047,0.624
Christopher Tanev 2016,Christopher Tanev,2016,D,25.78,74,193,25.0,64.0,64.0,70,69,13.25,17.8488,0.8644000000000001
Christopher Tanev 2017,Christopher Tanev,2017,D,26.782,74,193,64.0,64.0,70.0,69,53,-13.75,17.6546,0.6896
Mark Pysyk 2020,Mark Pysyk,2020,D,27.721,73,198,55.0,82.0,82.0,70,68,-4.25,16.4324,0.5216000000000001
Mark Pysyk 2021,Mark Pysyk,2021,D,28.724,73,198,82.0,82.0,70.0,68,52,-23.5,11.9328,1.5605
Danny DeKeyser 2017,Danny DeKeyser,2017,D,26.572,75,183,18.0,65.0,80.0,78,82,21.75,18.6233,0.8260000000000001
Danny DeKeyser 2018,Danny DeKeyser,2018,D,27.571,75,183,65.0,80.0,78.0,82,65,-11.25,18.7335,0.4687
Danny DeKeyser 2019,Danny DeKeyser,2019,D,28.57,75,183,80.0,78.0,82.0,65,52,-24.25,17.9544,0.6169
Braydon Coburn 2011,Braydon Coburn,2011,D,25.591,77,224,,78.0,80.0,81,82,2.3333333333333286,16.7831,0.7061999999999999
Braydon Coburn 2012,Braydon Coburn,2012,D,26.591,77,224,78.0,80.0,81.0,82,81,0.75,18.2256,0.6022
Braydon Coburn 2013,Braydon Coburn,2013,D,27.593,77,224,80.0,81.0,82.0,81,56,-25.0,18.3436,0.8883000000000001
Braydon Coburn 2019,Braydon Coburn,2019,D,33.592,77,224,43.0,80.0,80.0,72,74,5.25,13.9051,0.899
Shea Weber 2012,Shea Weber,2012,D,26.131,76,230,54.0,81.0,78.0,82,78,4.25,19.5033,1.1256
Shea Weber 2013,Shea Weber,2013,D,27.133,76,230,81.0,78.0,82.0,78,82,2.25,20.3393,0.9453999999999999
Shea Weber 2014,Shea Weber,2014,D,28.132,76,230,78.0,82.0,78.0,82,79,-1.0,20.2972,0.9853000000000001
Shea Weber 2015,Shea Weber,2015,D,29.132,76,230,82.0,78.0,82.0,79,78,-2.25,21.1586,1.0768
Shea Weber 2016,Shea Weber,2016,D,30.131,76,230,78.0,82.0,79.0,78,78,-1.25,20.8252,1.0712000000000002
Shea Weber 2017,Shea Weber,2017,D,31.133,76,230,82.0,79.0,78.0,78,78,-1.25,19.4833,0.9476
Niklas Hjalmarsson 2013,Niklas Hjalmarsson,2013,D,25.323,75,197,21.0,77.0,80.0,69,78,16.25,17.7002,0.6877
Niklas Hjalmarsson 2014,Niklas Hjalmarsson,2014,D,26.322,75,197,77.0,80.0,69.0,78,81,5.0,18.1072,0.7203999999999999
Niklas Hjalmarsson 2015,Niklas Hjalmarsson,2015,D,27.322,75,197,80.0,69.0,78.0,81,82,5.0,18.3267,0.8892
Niklas Hjalmarsson 2016,Niklas Hjalmarsson,2016,D,28.321,75,197,69.0,78.0,81.0,82,81,3.5,19.336,0.7190000000000001
Niklas Hjalmarsson 2017,Niklas Hjalmarsson,2017,D,29.323,75,197,78.0,81.0,82.0,81,73,-7.5,19.384,0.7261
Carl Gunnarsson 2014,Carl Gunnarsson,2014,D,26.895,74,198,43.0,68.0,76.0,63,80,17.5,17.8725,1.361
Carl Gunnarsson 2015,Carl Gunnarsson,2015,D,27.894,74,198,68.0,76.0,63.0,80,61,-10.75,16.2323,0.7392000000000001
Carl Gunnarsson 2016,Carl Gunnarsson,2016,D,28.893,74,198,76.0,63.0,80.0,61,72,2.0,16.5366,0.6543
Carl Gunnarsson 2017,Carl Gunnarsson,2017,D,29.895,74,198,63.0,80.0,61.0,72,56,-13.0,15.2479,0.4372
Jake Gardiner 2017,Jake Gardiner,2017,D,26.246,74,203,20.0,80.0,79.0,79,82,17.5,17.942,0.762
Jake Gardiner 2018,Jake Gardiner,2018,D,27.245,74,203,80.0,79.0,79.0,82,82,2.0,18.6488,1.1771
Jake Gardiner 2019,Jake Gardiner,2019,D,28.244,74,203,79.0,79.0,82.0,82,62,-18.5,20.0787,1.3484
Jake Gardiner 2020,Jake Gardiner,2020,D,29.244,74,203,79.0,82.0,82.0,62,80,3.75,19.2331,1.2579
Sami Vatanen 2018,Sami Vatanen,2018,D,26.331,70,185,48.0,67.0,71.0,71,72,7.75,16.6878,0.5063
Sami Vatanen 2019,Sami Vatanen,2019,D,27.33,70,185,67.0,71.0,71.0,72,50,-20.25,18.1197,0.8278000000000001
Ron Hainsey 2011,Ron Hainsey,2011,D,29.523,75,201,,78.0,81.0,80,82,2.3333333333333286,17.1169,0.8324999999999999
Ron Hainsey 2012,Ron Hainsey,2012,D,30.522,75,201,78.0,81.0,80.0,82,56,-24.25,15.7996,0.7873
Ron Hainsey 2016,Ron Hainsey,2016,D,34.523,75,201,56.0,80.0,82.0,81,81,6.25,18.7687,0.3552
Ron Hainsey 2017,Ron Hainsey,2017,D,35.525,75,201,80.0,82.0,81.0,81,72,-9.0,19.3438,0.7276
Ron Hainsey 2018,Ron Hainsey,2018,D,36.524,75,201,82.0,81.0,81.0,72,80,1.0,18.8039,0.6205
Ron Hainsey 2019,Ron Hainsey,2019,D,37.523,75,201,81.0,81.0,72.0,80,81,2.5,17.7052,0.8472
Ron Hainsey 2020,Ron Hainsey,2020,D,38.523,75,201,81.0,72.0,80.0,81,75,-3.5,17.3741,0.9379000000000001
Deryk Engelland 2014,Deryk Engelland,2014,D,31.497,74,212,9.0,63.0,73.0,71,56,2.0,12.9766,0.6606000000000001
Deryk Engelland 2018,Deryk Engelland,2018,D,35.497,74,212,56.0,76.0,69.0,81,79,8.5,15.0735,0.7864
Deryk Engelland 2019,Deryk Engelland,2019,D,36.497,74,212,76.0,69.0,81.0,79,74,-2.25,17.2055,1.0152999999999999
Deryk Engelland 2020,Deryk Engelland,2020,D,37.496,74,212,69.0,81.0,79.0,74,57,-18.75,16.6052,0.586
Dan Hamhuis 2011,Dan Hamhuis,2011,D,27.801,73,204,,80.0,82.0,78,64,-16.0,18.1487,0.9748000000000001
Dan Hamhuis 2012,Dan Hamhuis,2012,D,28.8,73,204,80.0,82.0,78.0,64,82,6.0,17.9164,0.8371999999999999
Dan Hamhuis 2013,Dan Hamhuis,2013,D,29.802,73,204,82.0,78.0,64.0,82,80,3.5,18.6067,0.9438
Dan Hamhuis 2014,Dan Hamhuis,2014,D,30.802,73,204,78.0,64.0,82.0,80,79,3.0,18.1028,1.1989
Dan Hamhuis 2015,Dan Hamhuis,2015,D,31.801,73,204,64.0,82.0,80.0,79,59,-17.25,18.9563,0.7613
Trevor Daley 2011,Trevor Daley,2011,D,26.98,71,199,,82.0,75.0,77,82,4.0,18.1825,0.6857
Trevor Daley 2012,Trevor Daley,2012,D,27.979,71,199,82.0,75.0,77.0,82,79,0.0,18.6512,0.8238
Trevor Daley 2013,Trevor Daley,2013,D,28.981,71,199,75.0,77.0,82.0,79,75,-3.25,16.9878,0.8495
Trevor Daley 2014,Trevor Daley,2014,D,29.98,71,199,77.0,82.0,79.0,75,67,-11.25,16.592,0.7397
Trevor Daley 2015,Trevor Daley,2015,D,30.98,71,199,82.0,79.0,75.0,67,68,-7.75,17.5266,1.0731
Trevor Daley 2016,Trevor Daley,2016,D,31.979,71,199,79.0,75.0,67.0,68,82,9.75,17.2164,1.23
Trevor Daley 2017,Trevor Daley,2017,D,32.981,71,199,75.0,67.0,68.0,82,56,-17.0,15.9175,0.8733
Jay Bouwmeester 2011,Jay Bouwmeester,2011,D,27.012,76,206,,82.0,82.0,82,82,0.0,19.239,0.5705
Jay Bouwmeester 2012,Jay Bouwmeester,2012,D,28.012,76,206,82.0,82.0,82.0,82,82,0.0,19.8472,0.5899000000000001
Jay Bouwmeester 2013,Jay Bouwmeester,2013,D,29.014,76,206,82.0,82.0,82.0,82,80,-2.0,20.4522,0.6798
Jay Bouwmeester 2014,Jay Bouwmeester,2014,D,30.013,76,206,82.0,82.0,82.0,80,82,0.5,19.9621,0.8313999999999999
Jay Bouwmeester 2015,Jay Bouwmeester,2015,D,31.012,76,206,82.0,82.0,80.0,82,72,-9.5,18.6573,1.0197
Jay Bouwmeester 2016,Jay Bouwmeester,2016,D,32.012,76,206,82.0,80.0,82.0,72,72,-7.0,18.6065,0.4031
Jay Bouwmeester 2017,Jay Bouwmeester,2017,D,33.014,76,206,80.0,82.0,72.0,72,81,4.5,19.2081,0.7376
Johnny Boychuk 2014,Johnny Boychuk,2014,D,29.701,74,227,51.0,69.0,77.0,75,75,7.0,17.678,0.4628
Johnny Boychuk 2015,Johnny Boychuk,2015,D,30.7,74,227,69.0,77.0,75.0,75,72,-2.0,17.9231,0.8927
Johnny Boychuk 2016,Johnny Boychuk,2016,D,31.7,74,227,77.0,75.0,75.0,72,70,-4.75,16.9616,0.9334
Johnny Boychuk 2017,Johnny Boychuk,2017,D,32.702,74,227,75.0,75.0,72.0,70,66,-7.0,18.0429,0.95
Johnny Boychuk 2018,Johnny Boychuk,2018,D,33.701,74,227,75.0,72.0,70.0,66,58,-12.75,16.854,0.9169999999999999
Jonathan Ericsson 2013,Jonathan Ericsson,2013,D,28.584,76,218,19.0,62.0,74.0,69,76,20.0,14.9498,0.6397999999999999
Brent Seabrook 2011,Brent Seabrook,2011,D,25.449,75,220,,82.0,82.0,78,82,1.3333333333333286,18.6378,0.9080999999999999
Brent Seabrook 2012,Brent Seabrook,2012,D,26.448,75,220,82.0,82.0,78.0,82,78,-3.0,18.9888,1.0018
Brent Seabrook 2013,Brent Seabrook,2013,D,27.45,75,220,82.0,78.0,82.0,78,80,0.0,19.9607,1.1177
Brent Seabrook 2014,Brent Seabrook,2014,D,28.45,75,220,78.0,82.0,78.0,80,82,2.5,17.5216,0.9472
Brent Seabrook 2015,Brent Seabrook,2015,D,29.449,75,220,82.0,78.0,80.0,82,82,1.5,18.288,1.2403
Brent Seabrook 2016,Brent Seabrook,2016,D,30.448,75,220,78.0,80.0,82.0,82,81,0.5,17.9252,0.6123000000000001
Brent Seabrook 2017,Brent Seabrook,2017,D,31.451,75,220,80.0,82.0,82.0,81,79,-2.25,18.1654,0.9785999999999999
Brent Seabrook 2018,Brent Seabrook,2018,D,32.45,75,220,82.0,82.0,81.0,79,81,0.0,17.311,1.0969
